0,34.9504255,46.12141278,1.652747303,0,8.405580265,14.9350082,0,0
0,34.9504255,59.29193796,9.316169497,0,-21.425465,40.36541234,0,0
0,34.9504255,148.7147119,25.23655902,0,-73.4191116,13.33454563,0,0
0,34.9504255,142.4337942,14.31368636,0,-22.76334669,1.671120284,0,0
0,34.9504255,148.7147119,25.23655902,0,-73.4191116,13.33454563,0,0
0,34.9504255,142.4337942,14.31368636,0,-22.76334669,1.671120284,0,0
0,34.9504255,148.7147119,25.23655902,0,-73.4191116,13.33454563,0,0
0,34.9504255,142.4337942,14.31368636,0,-22.76334669,1.671120284,0,0
0,34.9504255,59.29193796,9.316169497,0,-21.425465,40.36541234,0,0
0,34.9504255,46.12141278,1.652747303,0,8.405580265,14.9350082,0,0
0,34.9504255,0,0,0,0,0,0,0
